ds,yhat,yhat_lower,yhat_upper
2010-02-05,28620.421046117073,25511.648127562552,31316.61967476377
2010-02-12,28240.264544269958,25346.245277461017,31496.26861894626
2010-02-19,26422.91787627092,23492.2293043923,29460.523643612716
2010-02-26,25440.759366753835,22331.28070854399,28400.373657717744
2010-03-05,25922.750784524374,22603.051027002068,29000.556951594488
2010-03-12,26584.907898124387,23400.789401094746,29882.999474710276
2010-03-19,26167.440508565454,23176.08198449614,29106.5955543432
2010-03-26,25026.319003358552,22100.771302441462,28023.763309284066
2010-04-02,24510.159328171452,21447.34228327649,27662.48825081641
2010-04-09,25107.43585454801,21873.208002596875,28071.883679993014
2010-04-16,25787.683433084738,22507.384418339632,28779.663215166565
2010-04-23,25329.691805806244,22142.472948346083,28633.575700734902
2010-04-30,23909.17448706068,20892.72354207994,26955.6692965185
2010-05-07,22954.116738760284,20113.57785926748,25710.06164068221
2010-05-14,23478.653964907673,20315.326316066843,26575.603214610503
2010-05-21,24948.820690665958,21911.014563997225,28068.785088041695
2010-05-28,25984.648679728733,22809.29724694011,29009.119400624415
2010-06-04,25931.48972161077,22657.405402641358,28892.449368178168
2010-06-11,25397.476249629268,22408.188775294504,28355.61893189592
2010-06-18,25278.756459846256,22193.714234826428,28251.974338092587
2010-06-25,25642.127394879633,22669.438660164462,28599.514730464543
2010-07-02,25817.079681288687,22693.837276442937,28845.29449568223
2010-07-09,25385.313071153778,22310.51048639202,28475.476915595053
2010-07-16,24688.54344011899,21782.100974139263,27930.114603050715
2010-07-23,24280.213655895892,21201.594921667824,27138.790214247227
2010-07-30,24193.345670691608,21293.7804219349,27307.209634781895
2010-08-06,24035.52103302262,20614.07333834871,27220.534993126737
2010-08-13,23681.984241356073,20753.684446355575,26542.349789276977
2010-08-20,23502.053721098408,20570.07358905657,26376.13147394962
2010-08-27,23767.468386991088,20797.49600836482,26878.0232808668
2010-09-03,24117.189060141194,20820.035502982817,27029.092696068386
2010-09-10,23935.074770963252,20792.143914901426,27100.34729181385
2010-09-17,23207.419116491663,20055.911636942907,26295.046828302926
2010-09-24,22652.80149574898,19430.550656552245,25717.597959446794
2010-10-01,22819.15014187317,19874.91182621419,26078.780312193107
2010-10-08,23288.785741871685,20083.09077917715,26309.097818311257
2010-10-15,23126.815479736208,20100.238639693765,25756.194098936998
