ds,yhat,yhat_lower,yhat_upper
2010-02-05,7762.8390676099,5835.91487676575,9676.0831348205
2010-02-12,8221.560182737408,6315.654195631639,10210.343209610324
2010-02-19,8301.378426257621,6444.6374912827405,10247.763715172548
2010-02-26,7937.910918342961,5953.371900873084,9706.720472848276
2010-03-05,7223.821873595287,5163.722936569135,9183.471840667327
2010-03-12,6619.970337495612,4547.521623162912,8615.978542110197
2010-03-19,6548.819776378947,4731.27193317179,8372.727259407617
2010-03-26,6908.630507448917,4977.474027831478,8737.259320231598
2010-04-02,7200.822688905615,5251.158321002444,9008.788450402
2010-04-09,7115.366693194822,5295.974566485465,8884.288711728348
2010-04-16,6808.0296146124365,4755.1884619129105,8670.583834547137
2010-04-23,6569.1758901879475,4731.550992942673,8498.699281012347
2010-04-30,6428.265618575855,4476.126700753336,8446.26942430078
2010-05-07,6260.706326208814,4280.058097511635,8110.62143990011
2010-05-14,6164.671143594893,4238.723631897755,8004.238824632606
2010-05-21,6440.384985168082,4628.17039897168,8243.725551269876
2010-05-28,7101.810649452517,5248.63131054987,9115.680238320125
2010-06-04,7637.512324990388,5689.895458343471,9694.632300371666
2010-06-11,7513.064515534841,5545.796239565039,9442.20457000919
2010-06-18,6863.694076519112,4990.257781467628,8874.69951874414
2010-06-25,6412.904356061933,4467.881787960707,8468.517674987519
2010-07-02,6597.431178191462,4655.181724775757,8652.79738275993
2010-07-09,7024.523292672584,5183.757337308176,8869.956359248072
2010-07-16,7100.744055824171,5231.247037372713,9043.193996351429
2010-07-23,7113.091949162324,5184.359909066721,9021.22960456012
2010-07-30,8211.693696509428,6207.791468700212,10081.2859230076
2010-08-06,10954.40612788227,8981.85301099902,12900.331479555458
2010-08-13,14034.533294521676,12167.815080396505,16003.107739132696
2010-08-20,14991.05538214626,12909.933212773283,16795.09947412792
2010-08-27,12540.14182103753,10552.918043291416,14600.59442403306
2010-09-03,8086.107134024036,6114.392013342903,9996.92551428002
2010-09-10,4597.250571459188,2701.846838467408,6372.433987420758
2010-09-17,3888.6067313357316,1916.4355595604038,5860.003501401713
2010-09-24,5180.644608007427,3246.2637791960824,7100.611951304851
2010-10-01,6386.784263557936,4626.52605994186,8456.275179914192
2010-10-08,6509.18852308589,4369.237449370829,8347.616299010439
2010-10-15,6388.396007164035,4418.326631475307,8362.857008439092
2010-10-22,7165.076785805185,5145.159013998955,9052.612201117105
2010-10-29,8586.669351532066,6574.651914297536,10496.72787425535
2010-11-05,9365.725181011057,7296.311011445038,11331.320562357596
2010-11-12,9117.999482079931,7184.9225352399535,11207.58452767623
2010-11-19,9302.919911443152,7458.101974533543,11367.7250003497
2010-11-26,11701.23917046055,9841.936197712135,13659.52071459189
2010-12-03,16009.546648594122,14066.137126904128,17905.277318537454
2010-12-10,19424.038210524828,17453.003603869154,21490.48886408944
2010-12-17,18988.772604868376,17056.747792787868,20783.0813422052
2010-12-24,14382.631322475538,12468.352210027026,16292.018970438903
2010-12-31,8280.462284137573,6261.170869360881,10168.509215674969
2011-01-07,4013.479986831143,2153.5254478224733,5836.734506086741
2011-01-14,2981.2016525905537,1014.8485871365826,4830.13254296671
2011-01-21,4195.0221059324,2429.302081939441,6064.013529096373
2011-01-28,5857.3873741504185,3956.004836129952,7732.25216246899
2011-02-04,6966.38153265081,4892.302457275028,8869.888755029613
2011-02-11,7502.40914662337,5635.126530567001,9395.133726671032
2011-02-18,7651.671556286058,5563.720382727332,9626.280090495022
2011-02-25,7371.989516086562,5350.642706058619,9207.590301562603
2011-03-04,6695.83093008339,4802.846809654499,8649.83037154962
2011-03-11,6032.526650832487,4253.096065716999,7978.045752203061
