ds,yhat,yhat_lower,yhat_upper
2010-02-05,9529.266479447384,8035.203579652771,10892.102817816585
2010-02-12,9820.048278642595,8517.56428669884,11170.623964110353
2010-02-19,9458.914358023974,8001.719471835362,10822.192507301666
2010-02-26,9092.905702218806,7773.086136203313,10512.976843258677
2010-03-05,8828.770950598508,7483.6124185290555,10268.070080105956
2010-03-12,8447.544545104614,7108.779940471201,9801.635009661011
2010-03-19,7974.97816769989,6663.125696960448,9293.202462775773
2010-03-26,7754.21459137067,6386.877287735605,9074.913054316898
2010-04-02,7965.654052177279,6605.001880790278,9407.659406890396
2010-04-09,8308.893306675904,6950.435938315034,9688.414442958827
2010-04-16,8314.75492046936,7030.395417872052,9681.239753315878
2010-04-23,7892.176225560578,6574.045831468194,9245.973634763062
2010-04-30,7404.1712007707965,6044.0567541545815,8804.374161513664
2010-05-07,7192.597287866146,5895.4007573162535,8498.469808695767
2010-05-14,7179.545589479588,5766.451733406649,8482.923039246374
2010-05-21,7040.6893990220915,5572.993221867273,8396.125901088486
2010-05-28,6681.109513628847,5313.838915473947,8086.1839090770145
2010-06-04,6367.9420721763445,5003.134051637808,7733.922837317651
2010-06-11,6358.813547671476,5003.722251655411,7797.737531438732
2010-06-18,6539.595611686242,5076.511537684779,7844.620102293715
2010-06-25,6556.104125943901,5224.117690610467,7926.4508335607925
2010-07-02,6256.628870575663,4893.782891982541,7668.151031335808
2010-07-09,5861.140275586726,4405.187166160947,7238.978135295904
2010-07-16,5660.0401044040855,4269.577950095401,7059.091259620382
2010-07-23,5674.164710145557,4250.370381774453,7015.230636496375
2010-07-30,5723.167904873751,4364.51051083886,7094.210875514211
2010-08-06,5751.078634116824,4332.005977259553,7179.395943981558
2010-08-13,5894.158063621917,4440.218737762043,7178.578305232708
2010-08-20,6171.4177206728,4803.645054320969,7492.281790365085
2010-08-27,6284.928487295727,4960.074513659821,7720.785773256275
2010-09-03,5941.923157987638,4603.822249407661,7383.173995640304
2010-09-10,5370.8376827500115,3957.6819521501293,6713.153923954428
2010-09-17,5293.009846745614,3895.825766849685,6621.964434469947
2010-09-24,6196.1225999837325,4772.1229843547935,7526.385132373763
