ds,yhat,yhat_lower,yhat_upper
2010-02-05,15007.912544237188,12195.551370239717,17801.29915998125
2010-02-12,14388.692008800033,11291.470861265916,17423.313403290835
2010-02-19,14376.022537176075,11493.45521959845,17453.42244499655
2010-02-26,15537.012878637746,12583.220980526094,18478.81612991957
2010-03-05,17207.550117162507,14027.055388928538,20259.112930597596
2010-03-12,18489.795127717454,15588.935294205154,21482.82245599145
2010-03-19,19177.816035457396,16414.31586891512,21941.51252254775
2010-03-26,19644.263394064998,16606.985220582497,22449.129332647168
2010-04-02,20148.781328749257,17228.976434427517,23153.58405164076
2010-04-09,20550.217235750675,17867.429380981743,23493.201591624016
2010-04-16,20634.121024767046,17681.980883271735,23329.364120842616
2010-04-23,20453.10085522385,17567.169550911487,23246.398945145233
2010-04-30,20240.887926388208,17509.16381753688,23172.56575335049
2010-05-07,20150.87776855618,17228.010086859013,22997.52181529528
2010-05-14,20230.7118205886,17232.680807456738,22901.350941717174
2010-05-21,20553.33392930315,17761.557527294477,23324.795757348613
2010-05-28,21140.222281827246,18349.918208624043,24049.069183880696
2010-06-04,21708.583385044232,18896.297048057062,24584.75074457055
2010-06-11,21712.243347297317,19018.1514195199,24479.008123024476
2010-06-18,20842.57542621935,18142.399567328754,23719.345419288962
2010-06-25,19434.09699730952,16524.757651593973,22544.006779396906
2010-07-02,18161.655999383343,15124.891795802792,20766.491576996632
2010-07-09,17293.596966259232,14375.609316599115,20160.10681506549
2010-07-16,16465.726029481964,13426.035788984955,19437.909047949524
2010-07-23,15381.42233542223,12409.942013998398,18292.900279089783
2010-07-30,14573.99013779495,11546.316621039225,17352.694511092624
2010-08-06,15070.734444193555,12079.247623399191,17868.631278884477
2010-08-13,17092.997925761232,14166.672475763065,20124.03227473145
2010-08-20,19322.734165434074,16366.98566588169,22162.54596680204
2010-08-27,19877.606073895167,17270.86913607427,22861.20898530236
2010-09-03,18172.813038860266,15336.028722467387,21205.52367383729
2010-09-10,15618.094274149078,12559.232320718327,18415.963926809356
2010-09-17,14255.67625993044,11448.484368387488,17126.16090595966
2010-09-24,14781.670577707888,11781.734883071818,17885.705083752488
2010-10-01,16126.279630851936,13171.488970438804,19004.00971456637
2010-10-08,16945.619869195056,14104.308302798558,19706.74719614197
2010-10-15,17128.11632230006,14218.669736703576,19984.58016296264
2010-10-22,17517.116455837015,14494.067483415114,20428.94072026098
2010-10-29,18361.32170682222,15441.483524864665,21378.241672394593
2010-11-05,18691.15153746074,15837.796142099454,21589.132709642858
2010-11-12,17624.295007828518,14800.51002883332,20513.735524213003
2010-11-19,16015.336911659264,13023.98269908631,19079.546726157754
2010-11-26,16100.810121527878,13433.67737082226,19023.484798852132
2010-12-03,19062.47029954701,16163.838327377833,22087.645216010525
2010-12-10,23149.4433585453,20001.637624840187,26100.248082282447
2010-12-17,24758.799980220923,21734.70103057399,27544.891519333385
2010-12-24,21735.631802667274,18796.911660545178,24648.220536780187
2010-12-31,15523.75693342904,12722.287892839719,18579.855676753832
2011-01-07,9957.427855166268,6989.1392484697935,12839.035208183255
2011-01-14,7857.429053211995,5154.431628967157,10833.262781632899
2011-01-21,8891.873994374264,6066.7096344564125,11774.121809165783
2011-01-28,10598.87598996593,7902.165079680744,13545.95694912998
2011-02-04,11075.160883194203,8264.909404678536,13952.659446455735
2011-02-11,10518.814482456411,7517.790573888822,13375.258923463234
2011-02-18,10338.478863670074,7541.002512035809,13375.260663429868
2011-02-25,11356.008848989248,8403.671521326325,14335.451276524971
2011-03-04,13056.00471174925,9967.753593534435,15929.931527148303
2011-03-11,14491.959544050396,11570.624193787206,17342.96631524557
2011-03-18,15311.205227312837,12560.692413619345,18314.750227156233
2011-03-25,15831.342648824564,13050.261062232106,18701.57879719454
2011-04-01,16393.2821882331,13603.564630007962,19307.89268198736
2011-04-08,16896.67088049301,13834.638006356912,19698.114879676315
2011-04-15,17106.055919830855,13942.970123879531,20177.990828804883
2011-04-22,17020.08412774071,14030.01010218378,19865.883405330766
2011-04-29,16875.273038315816,14022.656573643058,20009.30490555561
2011-05-06,16836.40457286372,13708.168302219145,19718.20158940252
2011-05-13,16959.811627249946,14140.740766963097,19932.906847147067
2011-05-20,17310.28877120575,14328.921494588298,20191.829377041635
2011-05-27,17937.111094815817,15141.943300157407,20760.252061520132
2011-06-03,18628.96043421828,15791.151821470652,21584.153810580632
2011-06-10,18854.124505047792,16198.497098544505,21752.263976252314
2011-06-17,18218.22829037976,15400.133267906722,20984.299254509875
2011-06-24,16939.738961899406,13939.227068201999,19957.99306913326
2011-07-01,15686.581009877347,12736.616582619567,18506.123763265612
2011-07-08,14843.071718240144,12068.278569250491,17728.4532329078
2011-07-15,14128.692563700031,11149.734426902442,17007.43824437413
2011-07-22,13162.272633447983,10527.859599246078,16130.737967240168
2011-07-29,12313.154912497932,9091.450440441855,15193.019050522096
2011-08-05,12603.297019484844,9818.932373757936,15492.308357462978
2011-08-12,14491.484519291294,11593.647490816273,17431.471871856742
2011-08-19,16914.076211653166,14019.895662557874,19900.319243135666
2011-08-26,17952.80196745834,14949.086898428392,20892.184146046446
2011-09-02,16681.72470686844,13965.093253751664,19746.508056690367
2011-09-09,14201.599451102122,11292.590305988353,16831.203236217007
2011-09-16,12601.18989068835,9847.147898132263,15563.83682150714
2011-09-23,12912.351930704834,10012.739961931613,15732.650793015608
2011-09-30,14310.784066239657,11416.207700744724,17363.656223274524
