ds,yhat,yhat_lower,yhat_upper
2010-02-05,3553.66499713547,2159.501737305038,5021.559807042153
2010-02-12,3391.5225853268457,1973.2498589322884,4678.816464093539
2010-02-19,3532.6385861908557,2133.5279682529244,4992.843174329814
2010-02-26,3508.4032922116685,2123.735236788884,4884.084801813358
2010-03-05,3104.6996139593707,1707.4792548692083,4451.503245695679
2010-03-12,2669.626320013142,1240.1882723838469,4125.832532673923
2010-03-19,2660.950348705886,1321.338152860789,4077.746855324327
2010-03-26,3043.888864572565,1585.1278825330276,4397.008333049201
2010-04-02,3336.146181025219,1937.4016287863994,4770.172902101641
2010-04-09,3230.623798215499,1807.6523946221178,4644.7721888171545
2010-04-16,2966.213829286893,1483.569369939854,4484.6209547321805
2010-04-23,2965.737287912798,1523.1061213691962,4374.516770262693
2010-04-30,3242.074248377851,1900.130505700358,4602.33863611542
2010-05-07,3376.910148413949,1959.4723347931601,4814.944235421251
2010-05-14,3098.7287031667956,1729.781881609442,4559.668575758378
2010-05-21,2671.604519375553,1243.8957648301036,4049.876286452777
2010-05-28,2554.887354210072,1088.6437823613903,3906.007710131879
2010-06-04,2784.86698493862,1365.8409161625732,4296.257956381562
2010-06-11,2927.898744605329,1459.9193802724433,4365.514795597269
2010-06-18,2695.0146879909553,1190.5767976549625,4069.8048654558297
2010-06-25,2389.4717444688054,1036.2370886012031,3810.654575742494
2010-07-02,2544.947301230023,1100.7917736438033,3889.9597569718876
2010-07-09,3214.1019313002384,1707.59544551237,4608.1763984010995
2010-07-16,3912.694571623315,2564.4754026946334,5407.6429936766535
2010-07-23,4390.451023575448,2896.2726639807574,5723.923244568682
2010-07-30,5201.7628894512545,3721.0430268057244,6503.92883924896
2010-08-06,7125.170307795972,5687.304950591601,8555.05260123304
2010-08-13,9922.194469519687,8505.013368388454,11321.678386223519
2010-08-20,11980.431077416548,10529.157317794277,13374.793209995074
2010-08-27,11580.508806206719,10070.087059747255,12994.021368946129
2010-09-03,8630.118125893507,7247.701486054126,10134.555373453904
2010-09-10,4966.923120028621,3539.9004498045533,6401.208757984803
2010-09-17,2768.9466602962575,1289.7691133257872,4159.949878655236
2010-09-24,2672.7431419236946,1230.2653016463605,4019.007465420395
2010-10-01,3516.1651681561593,2074.7417440249765,4968.151146930111
2010-10-08,3818.680018956896,2414.5909513155552,5299.506235170156
2010-10-15,3270.2707261994105,1910.6412820468304,4731.843442086758
2010-10-22,2691.2607667208986,1202.6316754385323,4173.509921277756
2010-10-29,2790.830065557793,1469.8279274105525,4197.336840394958
2010-11-05,3331.369824644756,1934.0687115766034,4782.429865584319
2010-11-12,3592.278234876296,2143.720765927362,4930.804853651567
2010-11-19,3363.857154881128,1923.45032582401,4768.833740137885
2010-11-26,3161.6312870880547,1787.0294183598855,4537.496662652026
2010-12-03,3470.249315531421,2140.8840179783288,4856.453111609394
2010-12-10,4074.428722972677,2664.5172579439504,5483.591487691884
2010-12-17,4346.087817339126,2996.4266859553827,5659.172895687508
2010-12-24,4071.934159400452,2625.9704337383305,5418.326993872106
2010-12-31,3723.752414823334,2369.8047494429998,5168.882328901289
2011-01-07,3834.6920508037488,2448.624448345764,5256.123688946191
2011-01-14,4309.723170148839,2926.6152197619913,5754.6691645226065
2011-01-21,4557.142527590266,3081.982262321726,5976.037584263701
2011-01-28,4246.46090036884,2765.429897649329,5577.402332545645
2011-02-04,3704.4571369326895,2375.6259200714385,5197.829659134769
2011-02-11,3463.2703810247704,1960.337062232096,4826.687775187579
2011-02-18,3580.6085776259342,2239.6457392566717,5016.999842288805
2011-02-25,3617.4245585648673,2230.433404989409,5006.215275249277
2011-03-04,3270.001247673387,1792.8897774333732,4724.874248146173
2011-03-11,2800.388564106293,1392.1996698885355,4309.696373665459
2011-03-18,2699.6115510488253,1331.5450833670236,4045.764129527061
2011-03-25,3041.8232726830574,1588.9127589167485,4352.027559406389
2011-04-01,3386.6000308928583,1993.0980116015094,4872.606631554921
2011-04-08,3349.5752039372273,1905.369473046834,4740.7274175420935
2011-04-15,3078.8433062238146,1604.1037776117532,4430.773996554375
2011-04-22,3013.4876651106842,1577.8296330337093,4392.285549686049
2011-04-29,3264.409448891417,1815.8136241509953,4663.769119426589
2011-05-06,3457.3613039691627,2065.4131167151722,4882.573357398406
2011-05-13,3248.7490214487098,1828.7071413550261,4686.577812241317
2011-05-20,2811.1137707139997,1252.7734175014668,4184.737076124848
2011-05-27,2618.554527757572,1265.4449889633606,4039.2001572078
2011-06-03,2810.715778653376,1415.6448752738766,4271.963970997558
2011-06-10,3004.2784117405263,1537.3443579328148,4441.30939757879
2011-06-17,2833.482626973785,1486.312077977912,4291.668065771722
2011-06-24,2498.2448076155133,1020.4950807593526,3876.2983041255707
2011-07-01,2547.0210250623813,1143.6809916334187,3942.698426865674
2011-07-08,3151.587086231011,1668.6834356092947,4601.733566747913
2011-07-15,3882.4062696298874,2596.0849819222462,5289.219844208976
2011-07-22,4381.937686870247,2891.2402044212663,5758.250135307994
2011-07-29,5066.772119793165,3653.375885781783,6328.055374298682
2011-08-05,6765.907931609465,5339.013030130439,8163.691680655312
2011-08-12,9493.80339839041,8054.030736862731,10868.225527057151
2011-08-19,11832.612774475025,10471.684645630949,13240.66574293856
2011-08-26,11941.53748873907,10534.570522224372,13355.618519477966
2011-09-02,9355.108510032536,7924.563375171264,10819.3255679553
2011-09-09,5639.948902121362,4195.486362015071,7096.23277671284
2011-09-16,3073.271671085403,1675.760077545905,4485.057789787043
2011-09-23,2647.9080976022105,1247.2914554454942,4013.811947031742
2011-09-30,3448.2644189179578,2077.1974093649387,4876.622389809806
2011-10-07,3913.7890354880255,2434.849407090657,5280.377971931837
2011-10-14,3476.462425052068,1996.9845306058673,4831.152364103485
2011-10-21,2830.0027511679227,1349.6891154613322,4273.588507020834
2011-10-28,2797.398886266071,1431.863248609551,4191.919339142587
2011-11-04,3312.1553307542245,2091.4887788239566,4870.647165118373
2011-11-11,3662.91272553401,2228.866777321402,5137.869433283997
2011-11-18,3498.6654024377804,2125.567204146087,4877.912030950075
2011-11-25,3242.455677759339,1764.2771750197137,4639.760536581485
2011-12-02,3453.1853588705344,1977.537646110185,4890.762036752583
2011-12-09,4049.5191436933205,2576.352373821794,5499.88200518371
2011-12-16,4417.44295187539,3019.248146166819,5906.32451504086
2011-12-23,4221.673476861664,2818.859352277349,5603.822759907587
2011-12-30,3837.4650332204474,2311.6210968538508,5256.521908798688
2012-01-06,3851.2203114728727,2526.7017628123813,5245.326377865205
2012-01-13,4299.060222465098,2833.1343259764894,5679.747639669315
2012-01-20,4628.835904465596,3151.832317176172,5995.274996510516
2012-01-27,4411.241713658574,3053.605897342139,5874.034177857109
2012-02-03,3866.9258807116976,2549.151149315853,5309.72821563222
2012-02-10,3548.567998677597,2206.7504567775472,4962.818561764531
2012-02-17,3626.1085610252,2157.4821297614967,5134.113598783478
2012-02-24,3712.918791325219,2223.3382918064635,5157.094809112583
2012-03-02,3431.179186343526,2075.5575820877293,4886.803782739013
2012-03-09,2944.699059909277,1525.2962347280265,4324.646494849066
2012-03-16,2754.467773073626,1305.6708387263907,4147.480784918717
2012-03-23,3040.0874796446615,1674.4757831179834,4413.1059091821735
2012-03-30,3423.6099484049973,2021.5519275902072,4839.015879237834
2012-04-06,3460.5551771362902,2095.624452906704,4832.649221712081
2012-04-13,3199.442265511626,1746.8055525172285,4604.4835295874345
2012-04-20,3073.219677543575,1617.2044047168752,4435.860206735319
2012-04-27,3285.137979438608,1656.411673259838,4743.024661531583
2012-05-04,3523.6862206051073,2098.835301360241,5003.189412449855
2012-05-11,3390.7968957073535,1963.7837485701539,4871.95467064033
2012-05-18,2959.7648447299534,1538.5482510564057,4386.911142792201
2012-05-25,2696.4076619985717,1238.410797215234,4035.3991943372675
2012-06-01,2836.803354081925,1450.453283868152,4354.346958042485
2012-06-08,3067.4619310918183,1660.3752062009385,4561.991691067457
2012-06-15,2965.7735362752637,1470.1295951074735,4449.769284655964
2012-06-22,2620.6158170584595,1314.6747056194645,4080.687834743089
2012-06-29,2568.9119181039127,1255.1875848466643,4090.606331186973
2012-07-06,3093.072184809924,1677.1453872486788,4476.845846031045
2012-07-13,3842.4100827296284,2479.0824400528604,5218.864636363026
2012-07-20,4377.976428095311,2794.74375185566,5726.155476286497
2012-07-27,4966.526328824401,3555.7887392287817,6431.6740109767115
2012-08-03,6443.866693852093,5058.167682874711,7823.006026383936
2012-08-10,9054.468904848156,7538.893874553906,10506.666544020667
2012-08-17,11609.711913115158,10125.505064905721,12974.027947505369
2012-08-24,12210.586943129736,10749.433292332214,13485.305270133893
2012-08-31,10042.00977451097,8507.708272346834,11437.155078109834
2012-09-07,6353.479433044085,4950.781590506202,7773.716229185038
2012-09-14,3451.5700155736968,2143.319355126824,4890.061383055645
2012-09-21,2663.959277436271,1370.35079238979,4003.0582499599373
2012-09-28,3366.5483924438495,1893.9656185001488,4757.667795992074
2012-10-05,3976.2794140783844,2534.4878237535795,5370.143885723707
2012-10-12,3675.720173895207,2209.5715518450147,5093.197004212003
2012-10-19,2991.154398410269,1562.7879804963486,4428.710331127293
2012-10-26,2823.397796725394,1352.6941769099762,4220.13995430917
2012-10-28,2912.5360730158063,1462.5401080780173,4378.276963527548
2012-11-04,3445.9098469651153,1949.2520892010298,4898.037976798572
2012-11-11,3743.931206961372,2374.357486641127,5126.550211929415
2012-11-18,3539.0826272176605,2080.9530359271184,4967.71936903516
2012-11-25,3312.984588961439,1897.6010073281852,4843.312228075298
2012-12-02,3583.1173790296343,2110.3222791353433,5019.8379361986
2012-12-09,4186.870954227181,2759.5237919617257,5652.957419732015
2012-12-16,4498.209063210379,3062.9524797808376,5912.6293201137905
2012-12-23,4253.545379732287,2793.05528761089,5613.846619582793
2012-12-30,3888.5250490970166,2514.7118035152675,5280.82809203126
2013-01-06,3960.7433564263533,2548.7148954554104,5376.397288042968
2013-01-13,4427.390485196652,2992.6455642126557,5911.5696228925635
