ds,yhat,yhat_lower,yhat_upper
2010-02-05,20640.390781019483,18882.44370674658,22469.16484173195
2010-02-12,20801.51718874185,18985.260852065298,22597.773838784557
2010-02-19,20357.058692301118,18506.549730160496,22117.717441136687
2010-02-26,19844.352067141408,17973.709596376262,21631.808533058655
2010-03-05,19488.139811758316,17689.205075526086,21251.25464406951
2010-03-12,19154.486459608772,17291.41202124004,20912.525409467624
2010-03-19,18816.058263745705,17131.01531081719,20515.1836778143
2010-03-26,18759.735023063866,16921.746489606445,20515.704300213496
2010-04-02,19214.05927418555,17332.84450939158,21097.343928229155
2010-04-09,19923.028222447087,18113.45755101519,21717.716739838557
2010-04-16,20303.13802252384,18410.72900592621,22043.1661593388
2010-04-23,20065.37544568442,18164.58264843829,21706.28342269851
2010-04-30,19557.9783173329,17801.90065991447,21468.69582807364
2010-05-07,19395.318326419903,17508.99312096585,21364.386288077083
2010-05-14,19790.607140913664,18116.00755726944,21776.0126968665
2010-05-21,20350.328685713906,18593.166063084343,22292.71755189438
2010-05-28,20529.05777819034,18532.221704576,22375.908305457975
2010-06-04,20196.550627900157,18272.00023860933,22149.770479060917
2010-06-11,19709.635518102452,17828.21133686503,21404.92570492732
2010-06-18,19494.89049040931,17824.094727165066,21191.404129290622
2010-06-25,19651.507268196096,17812.109406699445,21579.304909758644
2010-07-02,19947.795991485324,18074.258017466964,21613.617222293215
2010-07-09,20104.33154190908,18285.684668863203,22022.702579980894
2010-07-16,20038.565185648597,18338.013995284055,21882.450912120974
2010-07-23,19919.13714383981,18251.137255436435,21690.9640034723
2010-07-30,20074.124367823573,18214.58360967256,21735.76809535996
2010-08-06,20785.81480357668,18610.4511388389,22417.00737753533
2010-08-13,21993.605055430362,20290.778854276774,23806.774859147285
2010-08-20,23113.634671752683,21327.29802128811,24983.190895065818
2010-08-27,23304.610870066685,21594.88511873792,25174.319100562076
2010-09-03,22172.308610833188,20346.435468121672,23925.521232807496
2010-09-10,20308.249153363173,18439.898251723018,22057.209958938605
2010-09-17,18968.91474422727,17092.630942617438,20669.19235514834
2010-09-24,18991.143258059645,17352.48953004212,20838.40413582632
2010-10-01,19973.356485980654,18164.018339036178,21676.154317937784
2010-10-08,20669.90311927429,18809.04868968225,22478.326041940905
2010-10-15,20309.929090913167,18476.720719536366,22101.767167415284
2010-10-22,19456.201500907257,17697.09913737932,21194.046325547883
2010-10-29,19405.06887440816,17427.73977873572,21098.156121344447
2010-11-05,20718.871922230202,18927.828724788153,22385.401561373717
2010-11-12,22515.901493643913,20718.662661367158,24330.29777989612
2010-11-19,23361.284577905833,21535.620745302505,25133.505522107283
2010-11-26,22805.129784530414,21013.855812899466,24582.828175201168
2010-12-03,21845.26317276383,20042.99231557137,23677.5111323147
2010-12-10,21779.541438657754,19975.058988816134,23591.470746780735
2010-12-17,22732.806216333396,20843.936243163702,24706.743339657543
2010-12-24,23512.55083931034,21582.235059543113,25300.018099355275
2010-12-31,22941.86417157248,21201.437416059907,24630.62623548536
2011-01-07,21169.600198381864,19440.221293570474,22892.86728679531
2011-01-14,19531.52300154567,17653.397568237757,21436.514549358846
2011-01-21,19184.811607627154,17392.24220035611,20888.888206596977
2011-01-28,20040.902640236425,18330.914206755657,21817.235244725096
2011-02-04,21052.558159915734,19152.88181611752,22796.388025559987
2011-02-11,21362.741751432513,19598.44685194537,23238.263577116446
2011-02-18,20987.702145154322,19193.538242379444,22642.114560658494
2011-02-25,20458.686226600024,18652.021124995732,22405.858164380603
2011-03-04,20081.41440195848,18318.291623557245,21838.766198743648
