ds,yhat,yhat_lower,yhat_upper
2010-02-05,13419.395522599672,11619.12019687863,15240.708227205181
2010-02-12,15164.10888170356,13382.916542889763,16877.34593759601
2010-02-19,14957.411086207047,13254.397939020577,16674.17822157875
2010-02-26,14031.73159439553,12389.593395499398,15834.80447199548
2010-03-05,13434.877030228301,11698.510558508651,15160.59015875229
2010-03-12,13124.455978548533,11338.291045628459,14826.273505606468
2010-03-19,12519.493094455102,10766.935142192504,14239.50335124388
2010-03-26,11499.979149594381,9596.522253900985,13209.602270912112
2010-04-02,10572.488015972485,8739.381286177451,12110.261017855419
2010-04-09,10175.390188869695,8561.09222981832,11827.965453358798
2010-04-16,10146.850516737852,8480.485873141211,11969.548893277844
2010-04-23,10003.802592736514,8307.954911956203,11700.190354961724
2010-04-30,9565.432503357722,7886.769529002882,11260.112714718849
2010-05-07,9092.887153992122,7304.186430862511,10923.624202346706
2010-05-14,8854.851556973925,7154.291840536275,10556.07941177058
2010-05-21,8776.613158141468,7037.8888614458565,10429.43106246768
2010-05-28,8620.571273730318,6889.765824163242,10424.917779791023
2010-06-04,8370.271770107314,6693.64022785277,10105.997505540301
2010-06-11,8248.28562161694,6615.95168585,10025.223795434084
2010-06-18,8371.027044220327,6759.178118204081,10081.288991915422
2010-06-25,8572.825465184578,6949.177227059109,10180.908995604403
2010-07-02,8665.858364361975,6922.159916684564,10334.522872311296
2010-07-09,8742.151442826798,7040.500515584162,10374.355331289475
2010-07-16,9036.002788847967,7332.14833015559,10664.277895421474
2010-07-23,9504.912680053076,7870.841757156906,11267.720320500815
2010-07-30,9750.7158100453,8034.603214124844,11418.77484890204
2010-08-06,9482.382958615084,7791.911599043271,11268.453417501134
2010-08-13,8942.067656888534,7202.523835756822,10545.098429090505
2010-08-20,8674.796989321085,6845.910696808569,10371.035801091799
2010-08-27,8868.809935530933,7122.83349734725,10519.341867122628
2010-09-03,9125.078206264885,7491.726188636672,10841.429716595301
2010-09-10,9012.443416372978,7375.319121591447,10769.61533538368
2010-09-17,8704.849450901187,6966.714438163355,10310.873940269692
2010-09-24,8799.859162470748,7116.640030987697,10493.157345407695
2010-10-01,9462.308534325874,7734.3344371167295,11244.440296957657
2010-10-08,10022.737736383782,8337.693907642548,11781.089868240697
2010-10-15,9708.843443377466,7939.423164186005,11572.833921530862
2010-10-22,8721.935539104734,7063.68976374753,10535.555765053936
2010-10-29,8249.04772708572,6484.099738255275,9912.242584682588
2010-11-05,9184.394781744746,7385.506129223838,10803.291001589321
2010-11-12,10995.005556406235,9335.088600299212,12678.198627959446
2010-11-19,12186.697381180717,10607.537421375868,13923.934272676634
2010-11-26,11980.78592271046,10300.069259773507,13550.041205238746
2010-12-03,11249.043318414106,9583.868947693636,12924.983251326514
2010-12-10,11478.707896242839,9720.645836444664,13261.413966301383
2010-12-17,12861.113407521123,11190.948784798678,14483.448477243692
2010-12-24,13782.270580596376,12127.028466065087,15545.372269143254
2010-12-31,12503.431435805078,10916.93483696423,14137.047225999631
2011-01-07,9269.38232216322,7664.804991257009,10959.893319697338
2011-01-14,6444.794212932831,4799.815022493311,8109.689353432994
2011-01-21,6381.517713784336,4598.003287039938,8098.181370127344
2011-01-28,9212.375736248017,7460.781811708417,10912.73630431494
2011-02-04,12835.125946048865,11159.225353896312,14564.102518099327
2011-02-11,14967.028374000314,13341.755891598123,16739.552896074612
2011-02-18,15040.089392648928,13208.998290538606,16833.898564655046
2011-02-25,14140.198413744123,12415.15963773759,15840.697864224827
2011-03-04,13456.280861397721,11753.422121752517,15200.956594048055
2011-03-11,13136.69108444792,11644.857356010876,14738.580374303843
2011-03-18,12615.394405099698,10866.883252404237,14398.624824383898
2011-03-25,11644.40257418864,9847.17563199412,13356.198244194466
2011-04-01,10655.394684942823,9036.333316736396,12394.673334257293
2011-04-08,10157.163706543102,8414.615897599951,11951.098861398554
2011-04-15,10097.772084205968,8407.197653264257,11768.96397044877
2011-04-22,10003.293873236751,8183.498163662076,11666.495849870393
2011-04-29,9607.520330666015,7970.4385691691305,11351.779291987195
2011-05-06,9114.420597406468,7363.529894430362,10873.412164794307
2011-05-13,8829.395765983903,7172.794855191735,10600.692180939017
2011-05-20,8741.055831448644,7148.927400906878,10466.722894951128
2011-05-27,8609.801701892615,6933.495730847553,10226.627152531684
2011-06-03,8363.270820639143,6665.363153256078,10003.319960507502
2011-06-10,8201.957585500955,6498.795922606565,10019.940485841309
2011-06-17,8286.294581795159,6599.4035812240245,9909.731347529329
2011-06-24,8492.585626676078,6672.690131926759,10056.178637246207
2011-07-01,8607.639152339583,7007.907157789663,10197.039628044467
2011-07-08,8668.379073046619,6912.030716160619,10504.16407064345
2011-07-15,8913.966110261154,7131.403529056703,10641.065022279832
2011-07-22,9374.32096586071,7562.93460466072,11071.147846607058
2011-07-29,9692.49811355328,7993.743999056301,11421.058262552557
2011-08-05,9515.00361585054,7722.80850738247,11242.25506598602
2011-08-12,8983.70064670174,7249.070452282033,10655.286097010967
2011-08-19,8635.838255717399,7034.96258106063,10331.716865895312
2011-08-26,8763.353282930631,7106.091475279024,10459.109304035637
2011-09-02,9050.149715369516,7321.689278837799,10727.736883940222
2011-09-09,9011.73588875582,7344.231358972105,10683.709799459273
2011-09-16,8697.49831883757,6826.104621505283,10332.017727921942
2011-09-23,8684.809399051901,6988.6802873038705,10336.381020464109
2011-09-30,9274.381946918102,7552.846388712523,10993.942437299422
2011-10-07,9922.976605796333,8234.09044541971,11611.084506196383
2011-10-14,9787.714301208009,8089.901432885442,11459.406812730513
2011-10-21,8850.617605636367,7190.7423024914815,10566.735848339711
2011-10-28,8190.908237692919,6502.789432126132,9818.013494393621
2011-11-04,8867.896943958694,7108.678816579159,10751.643226644373
2011-11-11,10623.573789720345,8959.850812320255,12369.9418597371
2011-11-18,12025.751133677317,10354.654015959146,13763.418659294679
2011-11-25,12050.751312983228,10403.978119909434,13779.830295631727
2011-12-02,11295.277706331612,9668.787430735472,12899.512666168814
2011-12-09,11281.801423292229,9497.922754541683,13009.294260896244
2011-12-16,12536.265836135415,10828.926268301775,14225.921447812809
2011-12-23,13696.460772910126,12019.094124957379,15246.07381100125
2011-12-30,12867.280136088388,11133.122603415035,14545.074015120208
2012-01-06,9851.280876258808,8035.706313099139,11532.426308597336
2012-01-13,6744.272782914048,5121.509100075557,8459.245239649967
2012-01-20,6098.146389024784,4479.49794337317,7790.988090836262
2012-01-27,8521.71083141068,6853.06915947633,10203.968142700704
2012-02-03,12198.101425411744,10558.282177770561,13925.381237111294
2012-02-10,14699.458033289062,13025.589014874957,16371.349138261476
2012-02-17,15091.697767842139,13274.981023776056,16770.879316135695
2012-02-24,14258.876542706988,12411.103700727257,15875.472746760614
2012-03-02,13491.439821419724,11729.844339588191,15102.491454035013
2012-03-09,13141.389543309953,11402.795597120263,14919.544996455947
2012-03-16,12694.816005674213,11008.14986945724,14308.508271255487
2012-03-23,11788.07508065067,10015.979042501955,13483.571149914882
2012-03-30,10755.759898190232,8962.833646511446,12381.026463829525
2012-04-06,10154.245533650783,8462.803310977764,11828.933470593985
2012-04-13,10046.894235187996,8329.139806560102,11824.716761599264
2012-04-20,9991.716408165164,8225.380090681254,11674.094659016526
2012-04-27,9646.254453585696,7925.598447562301,11497.287003830972
2012-05-04,9143.656258397506,7398.625415423329,10781.856794579939
2012-05-11,8810.955672039594,7226.111452933289,10469.344502986562
2012-05-18,8703.590549719003,7028.442892123459,10369.402598744646
2012-05-25,8594.491268351894,7024.693473807884,10338.30363308068
2012-06-01,8359.14750701404,6588.7610610952315,10006.074993767354
2012-06-08,8164.4170025423155,6360.948222026785,9817.947305381642
2012-06-15,8205.773618988327,6454.496921660848,9928.912436492385
2012-06-22,8408.645867823863,6735.58966919451,10229.093697378377
2012-06-29,8547.026789447564,6917.157421664399,10361.346081939853
2012-07-06,8601.162557853875,6951.027216320697,10470.99295321756
2012-07-13,8800.05029170968,7069.059833805958,10503.071939761803
2012-07-20,9239.264973497104,7579.333108818734,11046.98280687261
2012-07-27,9616.972111994017,7947.741892827761,11296.33838104701
2012-08-03,9535.110374977758,7833.085296556498,11344.685783588184
2012-08-10,9031.953297691312,7410.287326269657,10783.88639645868
2012-08-17,8613.97611131601,6992.197419264408,10301.077754174368
2012-08-24,8663.5550592925,6883.685519887813,10392.587137462755
2012-08-31,8963.198779465332,7297.076053489657,10656.194176856892
2012-09-07,9000.544509081024,7264.563777070664,10727.213741590804
2012-09-14,8700.586609034646,7046.996263767537,10457.143700862482
2012-09-21,8591.634368935493,6923.7298642121805,10287.448196585157
2012-09-28,9089.393056022407,7510.994555066445,10822.332203799766
2012-10-05,9795.768402222544,8168.683107808345,11381.564444209738
2012-10-12,9837.618280152394,8108.874976518569,11440.112018120248
2012-10-19,8988.122505465377,7254.628602603849,10782.718996913716
2012-10-26,8179.402453028832,6446.070117359186,9943.682350979761
2012-10-28,8140.7257134462925,6364.1798544194035,9863.007651655653
2012-11-04,8974.392072099383,7327.824016890571,10876.208106611517
2012-11-11,10769.28198036461,8996.71850051764,12561.33084114957
2012-11-18,12049.016069888057,10332.38066857067,13761.58192514104
2012-11-25,11932.286472277145,10283.39751273205,13668.762220932933
2012-12-02,11184.537017419607,9477.778713058568,12940.291435693502
2012-12-09,11315.331664642177,9600.435392033107,13055.440542212811
2012-12-16,12652.879995521324,10930.267596489872,14413.533001231019
2012-12-23,13677.438007982835,12006.141292993902,15413.709888972842
2012-12-30,12578.461732492617,10867.677648147164,14410.348431387349
2013-01-06,9422.291527734953,7749.597892938405,11045.127416006593
2013-01-13,6474.488977284676,4894.266492176379,8177.898195525231
